,reviewer_name,review_date,review,mojo_name,rt_name
130,Idro S,"Nov 13, 2021",Molto molto molto bello,Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
131,Meg T,"Nov 13, 2021",Let's just disrespect all of George Lucas's legacy! Horrible movie!,Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
132,"Nov 13, 2021",Top 3 Star Wars movie for me next to ESB and ROTS,FLAG THIS REVIEW,Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
133,open b,"Nov 11, 2021","This to me revitalized the Star Wars franchise again. As much as I adore the originals, the prequels for me were hard as hell to get through. The overacting or just plain wooden performances and overuse of CGI took me away from the magic of Star Wars. Only Ewan McGregor and Liam Neeson were the saving grace of those films and the last battle between Anakin and Obi Wan. This movie breathed new life into the franchise by mixing the nostalgic characters we know and love with new characters who were fleshed out.",Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
134,Liam20 B,"Nov 10, 2021","I liked the Force Awakens, yes, it was a safe bet, but was enjoyable all the same.",Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
135,Levent,"Nov 09, 2021","it was the worst scenario. the worst character creating, growing. the worst scripts. there was no link between any story or side stories in the film. It was also ruining the legacy of a very good Franchise. it was nearly completely against the mechanics of the Star wars before. It was also againts the mechanics that was intruduced in the film. I was Worst tribute to real film since the Turkish movie ""dünyayı kurtaran adam"" (english: the man who saves the earth) ( which also is somehow star wars inside) even DKA had better plot and was closer to star wars than this film. the music and visual effects were very good at movie. Acting was also over the average. but it didn't help to change my opinion that It was the worst ever movie that I have watched until I watched The Rise of Skywalker which also can be compared with Turkish movie ""dünyayı kurtaran adam 2 "" (english: the son of the man who saves the earth)",Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
136,Kell P,"Nov 08, 2021",Should've been better. They nerfd Finn.,Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
137,Yoad L,"Nov 08, 2021","aight, but absolutely trashes the star wars lore and logic",Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
138,Chris W,"Nov 07, 2021","Un unnecessary retread of the first film that gets worse on repeat viewings, especially when you know what follows it!",Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
139,Ben B,"Nov 05, 2021","Basically made the original movies redundant while rehashing the exact same plot from them with the death star like planet, scrapper from a desert planet finding their true calling. Nothing is original about this film and it's a shame when the star wars universe has so many stories waiting to be told. Not to mention they never had a story plan and eventual goal for a TRILOGY.",Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
140,Tomislav M,"Nov 04, 2021",Nothing will ever compare to the originals but this was the best Star Wars movie since the original. Well acted and fun to watch.,Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
141,Jon B,"Oct 27, 2021",Was an alright start to the trilogy but missed a lot of opportunities for character development and world building.,Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
142,Mason A,"Oct 27, 2021","It was the excate same plot as the New Hope. So everything the Rebels and Lukr, Leia, and Han did in the original triolgy was meaningless, because in this movie were right back at it again. In the same situation, the First Order (The Emipre) and the Resistance (The Rebels) are fighting and a poor person from a desert planet must become a Jedi and save the day. Sound fimilar? They could of done something different.",Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
143,Edmond D,"Oct 26, 2021","Horrible. A movie that just raised questions that were never answered in the sequels, a screenplay that disrespected the legacy of Star Wars.",Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
144,Kevin P,"Oct 22, 2021","Like so many, I very much enjoyed this first installment at the onset servral years ago, and I forgave nearly all of its faults. But i now understand why ... there was still hope, and the amount of fan-baiting, nostalgia-clowning here is evident now. Of the three new ones, this has the most re-watchability by far, but given what comes next sours the entire experience, that's now lost as well. Three full films of galactically wasted potential, awful planning, and poor (sometimes ill-spirited) story-telling. The entire run is reduced to the tier of Star Wars Christmas Special .... forgettable at best, unforgiveable at worst. Star Wars by corporate committee.",Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
145,Alexis R,"Oct 21, 2021","Classic recent film, all the moneys goes to cgi no money to the writers.",Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
146,Ana W,"Oct 15, 2021","The best one of the sequel trilogy, which is not saying much.",Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
147,Stephan K,"Oct 14, 2021","It's okay, but the worst of the 9 Star Wars movies of the skywalker saga. It's just like episode 4 but they tried to make everything bigger. Absolutely no innovation in the story-writing. Much cliché.",Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
148,Bill L,"Oct 06, 2021","The movie on its own merits is 3/5, but when viewed as a trilogy, its a FAIL, and viewing the movie as part of the whole Star Wars story, its a dull FAIL. The best this movie offered me is it redeemed Episode 1-3. When will Hollywood get it that making committee-movies always produces generic, uncreative filler?",Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
149,Joey V,"Oct 05, 2021",This movie feels like a soft remake of a new hope Disney was definitely playing it safe with this one after all it is the first star wars film in ten years So naturally it is jam packed with fan service and nostalgic refrences which make it the most tolerable of Disney's very lackluster sequel trilogy,Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
150,Cameron D,"Sep 29, 2021","Movie was a great opening for the new saga. Acting was great as well as comeback of old actors from past movies, also great special effects.",Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
151,Ralf_Wolf,Verified,"Sep 24, 2021",Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
152,Gabryel B,"Sep 23, 2021",One of the worst Star Wars of all time:(,Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
153,JAKEJACOBJORDANJAKE B,"Sep 16, 2021",👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍🌟🌟🌟🌟🌟,Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
154,Jacob B,"Sep 16, 2021",Star Wars 7: The force awakens (A-) (90%) Movie had so much hype before it's release and j.j. Abrams did a good job with it. Really wish that there was a more cohesive story throught the rest of the trilogy which ticks it down a bit now for me. But this movie and the other movies of the trilogy work better on their own then together. This movie in specific is just a whole lot of fun. Love seeing the rise of Kylo Ren (my favorite character from the sequels) and Harrison Ford back in action. Fun watch but don't get to attached to where the plot is taking the story in the other movies.,Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
155,Pancho G,"Sep 14, 2021",Ok people Episode 4.1 is a good movie. 7/10,Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
156,"Sep 09, 2021",It was a good start off to the sequel trilogy....if only the other movies didn't ruin this,FLAG THIS REVIEW,Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
157,Claudio D,"Sep 06, 2021",This was the first warning sign of things to come. Terrible,Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
158,Joshua H,"Sep 05, 2021","With fantastic action, familiar faces and some great new characters. The movie gives the new life to the franchise.",Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
159,Sam R,"Aug 30, 2021","Hey jj, they already did the Death Star It was very unoriginal, basically created a villain out of thin air and needed way-way more backstory. They just wanted to make an uncreative movie to make some money, which showed in the following 2 movies of the trilogy just as much, but was more recognized",Star Wars: Episode VII - The Force Awakens,Star Wars: The Force Awakens - Movie Reviews
160,Asyraf A,1h ago,Marvel really know how to make double money aren't they,Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
161,Halen L,1d ago,One of the best films in the MCU.,Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
162,Dastin Lingkar R,2d ago,It made fans shocked,Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
163,Michael D,4d ago,An entertaining ensemble structured to show off each character in the universe just enough. Josh Brolin as Thanos was superb. It left me feeling exhilarated and cheated at the same time when I first watched it.,Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
164,Simon O,4d ago,"Ha, some fans had to attend Therapy and Counselling after watching this movie. The ending was a rollercoaster of emotions. Good guys sometimes lose and bad guys sometimes win.",Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
165,Anthony B,"Nov 21, 2021",When I first saw this in theater I wanted to watch it again man I was blown away and couldn't wait to see what happens next in avengers endgame I love this movie. ❤️,Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
166,Jefte S,"Nov 20, 2021",Simplismente perfeito!,Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
167,Dennis L,"Nov 20, 2021",sin duda alguna de lo mejor de Marvel esta aca todo lo que un fans puede esperar de un cierre en su primera parte de una era dorada,Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
168,Peter,Verified,"Nov 19, 2021",Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
169,Carno J,"Nov 18, 2021","A great film as well as its history, is epic, yes, but it is not saved from failures, and it is that, in my opinion, the lowest point of this film, are the visual effects, and that is that they are Fatal! since they are not surprising at all, in fact, they are in excess and that causes it to not even look real anymore, practically the entire film is CGI and it seems as if it was unfinished, I think it could have been much better. It has a large number of characters, and I like that each one has their moment to shine, that's a plus point. The actions of each character are completely justified, Thanos as the main antagonist is perfect, the reasons for which he acts are given and he gives more richness to the film. Anyway, you can not stay without seeing Infinity War, it is a good movie but I think it was enough for more, that if, this does not prevent you from enjoying it at all.",Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
170,Aaron,Verified,"Nov 18, 2021",Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
171,Oye S,"Nov 16, 2021",Greatest Comic Book movie of All time ! Once in a lifetime experience.,Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
172,"Nov 16, 2021",By far one of the best marvel movies ever!,FLAG THIS REVIEW,Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
173,Aidan B,"Nov 15, 2021","Perhaps the most important film in the MCU to date, ""Avengers: Infinity War"" perfectly balances the large cast of heroes and blends them into this mix of action and humor packed quest to stop the mad titan, Thanos. The film has had such a big influence on our modern day because of how groundbreaking it ended up being. The CGI looked pretty awful at parts, though for the most part, it remained strong. At the end of the day, this was easily one of the best MCU films that has been released so far.",Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
174,Liam B,"Nov 15, 2021","I could sit here and type good things about this movie all day. The best Marvel Movie ever (Including its sequel) Josh Brolin's Thanos is the best cinematic villain ever, this includes the likes of Darth Vader. While you may think I have a Marvel bias, I actually prefer Star Wars, but must admit that Thanos is truly incredible.",Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
175,Juan L,"Nov 13, 2021",Finalmente Marvel da un paso hacía adelante en un universo compartido que se estaba quedando estancado,Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
176,Word U,"Nov 12, 2021","A hard hitting, emotional film. I didn't want it to end. You could hear a pin drop in the cinema when Thanos snapped his fingers and people started to disappear. No doubt about it, the most action packed MCU film and it was awesome!",Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
177,open b,"Nov 11, 2021","This movie legit had me gasping out loud and whispering ""what the hell?"" in the space of 5 minutes. Edge of your seat super hero movie. All these characters that you think will have plot armor; this movie completely changed the game. Tom Hollands performance made me cry so hard and I hadn't even seen his first Spiderman movie yet. That kid is an incredibly gifted actor. Plus... bearded Captain America? Yes please.",Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
178,nick r,"Nov 11, 2021",Greatest comic book film ever!,Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
179,Noah C,"Nov 10, 2021",outstanding action amazing characters and some hilarious lines this movie is a must watch.,Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
180,Marcelo C,"Nov 09, 2021",Este filme sensacional. A história é construída com muita habilidade. O roteiro convence e os efeitos especiais são excelentes. Os diversos personagens são bem distribuídos na trama e as cenas de ação são muito bem executadas. Entretenimento de primeira grandeza.,Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
181,Tobias H,"Nov 09, 2021","This is a must-see film, especially for the Marvel fans out there. If you've never seen an MCU movie it is time to get started folks. This movie has twists and turns you wouldn't come to expect from a Marvel film, and the ending is oh so sweet. The film has you on the edge of your seat, and its sequel feels like centuries away.",Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
182,Joshua P,"Nov 07, 2021",Another fantastic addition to the MCU. Delivers the MCU's most complex and threatening character in Thanos and an absolutely gut-punching ending. Everything in between is fantastic and Marvel delivered in this big-budget ambitious thriller!,Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
183,Idro S,"Nov 06, 2021",Stupendo la battaglia è una delle più belle della storia del cinema,Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
184,Sadie A,"Nov 06, 2021",One of the absolute best Marvel movies by far.,Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
185,MJ D,"Nov 06, 2021",My favorite Avengers movie ever. Better than End Game.,Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
186,Carlinhos H,"Nov 05, 2021",Foi incrível que vou guardar na minha cabeça pelo resto da minha vida,Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
187,Pranav V,"Nov 05, 2021",Goosebumps right when I think of the movie. Such an epic conclusion - part 1. Keeps you so eagerly waiting for the End Game!,Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
188,s h,"Nov 05, 2021","Thanos! Nuff said. Well along with ""Not feeling so good"" as well as ""Ebambay!!!"" if that's how you spell it. Pacing, story, action, it is an instant classic and is a master class on Story management. Well Done!!!",Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
189,Fausto N,"Nov 04, 2021","WOW, esta increible, tuvo un giro a la trama increible, de verdad, lo maximo",Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
190,Felipe V,"Nov 03, 2021","Não faz sentido alguém do passado ser ,mais forte que os três juntos e sem as jóias do infinito kk",Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
191,"Oct 29, 2021","Often times its pacing is ahead of the story it’s trying to tell, but in spite of that, “Infinity War” is a satisfying team-up of many MCU characters that will leave fans wanting more.",FLAG THIS REVIEW,Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
192,Felipe R,"Oct 28, 2021",More than magnificent. A masterpiece.,Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
193,ron b,"Oct 28, 2021",Perfection. Period. A+,Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
194,Brendan O,"Oct 26, 2021","Really showcases some of the individual strengths of our heroes. Paints the picture of the mad titan Thanos, player brilliantly by Josh Brolin",Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
195,Alex P,"Oct 23, 2021",Such a great movie even if you aren't a MCU fan.,Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
196,Strummer R,"Oct 16, 2021","I've always loved this movie, and it's top 5 MCU material. This and Endgame fit so well together (even though I consider this quite a bit better than Endgame). I remember when nobody wanted this or Endgame spoiled. 10/10",Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
197,Alan W,"Oct 09, 2021","The first truly serious super-hero film, it reminded me more of Saving Private Ryan than anything else. The opening with Thanos stomping Thor and Hulk... heart stopping.",Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
198,Adhyan d,"Oct 06, 2021",One of the greatest movies ever maid. Absolutely a masterpiece.,Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
199,Koruzumi K,"Oct 04, 2021",Best Superhero Crossover of all time,Avengers: Infinity War,Avengers: Infinity War - Movie Reviews
200,error,error,no reviews found,Jurassic World,Jurassic World Dominion - Movie Reviews
201,error,error,no reviews found,Jurassic World,Jurassic World Dominion - Movie Reviews
202,error,error,no reviews found,Jurassic World,Jurassic World Dominion - Movie Reviews
203,error,error,no reviews found,Jurassic World,Jurassic World Dominion - Movie Reviews
204,Armando C,2h ago,"simply ew, i rather watch net geo",The Lion King,The Lion King - Movie Reviews
205,Dastin Lingkar R,2d ago,"I dont care what critics said, this movie is amazing",The Lion King,The Lion King - Movie Reviews
206,Michael D,5d ago,"This is not as good as the cartoon original as I grew up with, as the aesthetic caution and predictability wear down in the second half but it was watchable and enjoyable. The music doesn't play the same role in this film as it did in the animated version, so that takes it down a notch for me.",The Lion King,The Lion King - Movie Reviews
207,Vasil P,"Nov 20, 2021","It's OK, but if you want the real Lion King experience, watch the original.",The Lion King,The Lion King - Movie Reviews
208,"Nov 06, 2021","A musical, kind, nostalgic film. A good plot and drawing of characters.",FLAG THIS REVIEW,The Lion King,The Lion King - Movie Reviews
209,Floof F,"Nov 03, 2021","Did someone take Netflix's CGI and a rendition of the Lion King story that had too much time in the microwave and say ""yeah, this is a good idea""? Because it wasn't.",The Lion King,The Lion King - Movie Reviews
210,Michael,Verified,"Nov 03, 2021",The Lion King,The Lion King - Movie Reviews
211,JACOBJORDANJAKE B,"Oct 26, 2021",👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,The Lion King,The Lion King - Movie Reviews
212,Marcin S,"Oct 17, 2021",Why does this movie exist? Hint: it has nothing to do with artistic integrity or making a good product. Just wow.,The Lion King,The Lion King - Movie Reviews
213,Joey V,"Oct 06, 2021",What this movie lacks in originality it more than makes up for with its out of this world visuals the detailing on the animal's fur is some of the best CGI I've ever seen in any movie (its especially amazing on the big screen) it almost feels like a national geographic documentary and shows how far computer rendering technology has come unfortunatley Disney has turned one of their best movies ever into a lazy cash grab by doing a shot for shot remake despite that they still put alot of effort into researching African wildlife and making it as realistic as possible I love what they did with the hyena queen character she is much more viscous and scary than the original her fight with Nala was better than simba vs scar. scars death is even darker and more graphic than the original they actually show him being eaten alive by hyenas if only they brought back Jeremy irons to voice him despite the fact that Disney copied and pasted the story of the original its still visually stunning and definitely worth the watch,The Lion King,The Lion King - Movie Reviews
214,Jon M,"Sep 23, 2021","The word ""soulless"" covers most of my issue. The voice acting was entirely lacking heart, and in some cases was simply given poor direction. (Mufasa roars, and asks ""Is that a challenge?"" As if he's inviting Scar to tea.) John Oliver was entirely out of his depth, Ejiofor gives zero malice to the role, Beyonce over-sings every line, and Seth Rogen's perfectly played irreverence stands as the one bright spot. Disney took a swing and a miss with this one.",The Lion King,The Lion King - Movie Reviews
215,Jayden D,"Sep 22, 2021","I have NOT been a fan of the rehashed remakes that Disney have put out as of late (Beauty & The Beast, Aladdin, Mulan...UGH...,Lady & The Tramp...not bad but mediocre) though I have 2 exceptions, The Jungle Book and this latest rendition of The Lion King. To be real, there's never gonna be a Lion King rendition that's gonna come anywhere close to the 1994 classic, let's be honest with ourselves. However for it's credit, this remake did not want to make me leave the theater in disgust. If anything it's a good movie that it's worth a watch, you just gotta dial down your expectations of the movie because some parts of it are kinda watered down and a bit of filler moments are put in there too which would explain this movie being 25 minutes longer than the original. Other than that, it does follow the script to the letter and makes for a good nostalgia high with modernized graphics. Props to the CGI team, this movie does look beautiful, probably the highest mark of the movie. It's not a bad Disney movie at all, the unfortunate part is that it does not surpass what the animated classic has already brought out to us and those are shoes that are almost impossible to fill so I can understand this movie falling short in some parts. It does make for a good comparison of what is being brought to this generation versus what my generation got as a kid growing up in the 90's.",The Lion King,The Lion King - Movie Reviews
216,Katie C,"Sep 16, 2021","This film might have been okay if we hadn't had the original. The look of the film is fantastic but this makes it loose all its character. Some of the voice actors are really poor, it just feels like they are trying to imitate the original cast but failing miserably. I wish I could say positives about it but really the only good thing is the CGI it's nowhere near as good as the original.",The Lion King,The Lion King - Movie Reviews
217,JAKEJACOBJORDANJAKE B,"Sep 16, 2021",👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍🌟🌟🌟🌟🌟,The Lion King,The Lion King - Movie Reviews
218,Helena G,"Sep 13, 2021","Disgusting cheap unoriginal rip off,ugly landscapes,expressionless faces souless CGI replacing soulful 2d hand drawing animation ,stop runing my childhood bring back 2d animation",The Lion King,The Lion King - Movie Reviews
219,Paul J,"Sep 11, 2021","Voice acting and songs were poorer, yes visually appealing but nothing is improved. I was just left wishing I was watching the animated original",The Lion King,The Lion King - Movie Reviews
220,Corey B,"Sep 10, 2021","Being even better than the original, this film is nothing but an unforgettable masterpiece.",The Lion King,The Lion King - Movie Reviews
221,Tarek F,"Aug 29, 2021","Why would you try to tell an incredibly emotional story with characters that have the same face for the entire movie? It is based on a cartoon, not a documentary",The Lion King,The Lion King - Movie Reviews
222,Tobby O,Verified,"Aug 22, 2021",The Lion King,The Lion King - Movie Reviews
223,Pedro Miguel D,"Aug 17, 2021","Despite not having the same impact as the original, it's impossible not to feel the nostalgia pulsing inside us. (7/10)",The Lion King,The Lion King - Movie Reviews
224,Emil N,"Aug 11, 2021",Horrible!!!! Disney should be ashamed for the disgrace they brought to this fantastic story!!,The Lion King,The Lion King - Movie Reviews
225,Lo H,"Aug 09, 2021","This was SO, so bad. It could have been incredible, the animation is outstanding, but unfortunately it is outshined by the horrendous casting. Disney fans didn't want celebrities, they wanted talent. Horrible all the way through.",The Lion King,The Lion King - Movie Reviews
226,Michael C,"Aug 02, 2021",Voice acting was terrible. The songs were redone horribly. Not worth watching.,The Lion King,The Lion King - Movie Reviews
227,r b,"Jul 31, 2021",Not good. Just watch the original movie,The Lion King,The Lion King - Movie Reviews
228,Tolkien A,"Jul 30, 2021",Just watch the 1994 one.,The Lion King,The Lion King - Movie Reviews
229,Kyle L,"Jul 18, 2021","Was it as good as the original? No. But this remake still manages to be a fun time, and the story is still as great as it was in 1994. And if the biggest complaint is it was too similar to the A+ original film, then that's a complaint I can sit through.",The Lion King,The Lion King - Movie Reviews
230,Sebastin F,"Jul 08, 2021",I would watch this movie every day without getting tired of it.,The Lion King,The Lion King - Movie Reviews
231,huyqiwd s,"Jun 25, 2021",waste of time do not watch it,The Lion King,The Lion King - Movie Reviews
232,Dustin D,"Jun 14, 2021","The Lion King remake is not a bad film per se, but it is a soulless product made for the Chinese market that missed out on the much superior original (which deprived Disney of box office revenue). I found myself constantly comparing it to the original, which was distracting, but unavoidable since it is essentially the same script with many of the same visual cues, while also being confused by the ""realistic"" animation. When Mufasa dies, Simba's reaction is pretty much impossible to read. The characters were less sympathetic as the animation wasn't as expressive as the original, which made this one a bore.",The Lion King,The Lion King - Movie Reviews
233,"Jun 11, 2021",Maybe the worst movie of 2019 I never felt emotion in this crash grab cgi was way off Aladdin is better with acting,FLAG THIS REVIEW,The Lion King,The Lion King - Movie Reviews
234,Lorenzo C,"Jun 08, 2021",Incredible. It was like coming back kids.,The Lion King,The Lion King - Movie Reviews
235,Ero O,"May 28, 2021","souless, pointless, only a sad feling at the end",The Lion King,The Lion King - Movie Reviews
236,"May 27, 2021","Disney gives us a beautifully animated remake of their already perfected original 'The Lion King'. The animation just revamps the original even more on its own, but the incredible and diverse cast take the extra step that is needed. The soundtrack is nostalgic and brings back all of the excitement of the original. Even though it is an exact copy of the original, it is so beautiful and the behind the scenes changes were enough to make the film still enjoyable.",FLAG THIS REVIEW,The Lion King,The Lion King - Movie Reviews
237,Irish D,"May 22, 2021",the imagery is beautiful but it's the same story with the animated one. Should this have been remade? or not? maybe not.,The Lion King,The Lion King - Movie Reviews
238,Jeff B,"May 14, 2021",The first half is quite good. Young Simba is actually watchable and Scar is menacing. But adult Simba and Nala are way to bland and I didn't feel they liked each other and the voice overs aren't the best. Also I feel more could've happened and other elements to the story should've been added. But the first half is at its best.,The Lion King,The Lion King - Movie Reviews
239,"May 09, 2021",Horrible acting. Boring,FLAG THIS REVIEW,The Lion King,The Lion King - Movie Reviews
240,Jesse D,"May 05, 2021","6.75/10. This adaptation of the cartoon classic is a nearly beat-for-beat, shot-for-shot retread of it's forbearer. It feels less like a remake or re-imagining than a remaster - viewers who want a new spin on a classic will be disappointed to find they are paying to see a movie they've already seen (albeit with a new coat of paint). While it's a shame that director/producer Jon Favreau added nothing new to this tale (despite proving his capabilities with 2016's vivid and fresh 'The Jungle Book') it manages to retain the soul of the original and is sufficiently entertaining. Excellent voice and vocal performances couple with stunningly life-like depictions of wild Africa and it's animal inhabitants to satisfy fans hoping to relive an old favorite, while offering new viewers an experience approximate to what the rest of us experienced in 1994, albeit with less facially emotive animals.",The Lion King,The Lion King - Movie Reviews
241,Kauane B,"May 05, 2021","I already love the 1994 Lion King movie, and of course I LOVED it Live Action too! Awesome animation, great reemakes of songs that are chilling, new scenes that I didn't have in the first movie, awesome, I just love The Lion King, both the old and the new! 🦁😍🥰😍🦁",The Lion King,The Lion King - Movie Reviews
242,Avery S,"Apr 30, 2021","Please don't watch this. It is literally the same experience as the 1994 movie. It is ultimately inferior in every way. Yeah the cgi is insanely impressive, but along the way they lost all of the expression that the original had. Everything else is as a direct of an adaptation you can. You like the genius story telling of the original, it's here. You like the well developed themes of the original, it's here. You like the vibrant and beautiful songs of the original, they're here, but with inferior visuals. What a cash grab.",The Lion King,The Lion King - Movie Reviews
243,Shayna B,"Apr 25, 2021",Don't mess with the original. What's the point of redoing the same exact movie but doing it badly? Just watched the animated version unless you want to be disappointed.,The Lion King,The Lion King - Movie Reviews
244,Rdolfs V,"Nov 13, 2021",I wish for a director's cut.,The Avengers,The Avengers - Movie Reviews
245,Graeme F,"Jul 16, 2021",A ghastly pastiche that has offended everyone by treading on sacred ground in a hackneyed attempt to replicate something great.,The Avengers,The Avengers - Movie Reviews
246,Matt C,"Jul 08, 2021",IT IS THE WORST MOVIE THAT HAS EVER BEEN MADE!,The Avengers,The Avengers - Movie Reviews
247,Mr Q,"May 22, 2021",What's the point of having Eddie Izzard in your movie if you never let him speak?,The Avengers,The Avengers - Movie Reviews
248,Shayne P,"May 15, 2021",One word : Disastrous.,The Avengers,The Avengers - Movie Reviews
249,Fone M,"Dec 22, 2020",it wasnt even reviewd by common sense media,The Avengers,The Avengers - Movie Reviews
250,Robert P,"Dec 07, 2020",A fair attempt to bring the old Avengers back from Dead TV shows. But nothing can beat Emma Peel.,The Avengers,The Avengers - Movie Reviews
251,Jake C,"Nov 22, 2020",Too bad Thanos didn't snap these Avengers out of existence.,The Avengers,The Avengers - Movie Reviews
252,Liam D,"Aug 27, 2020","Well this was bad You have a talented Director and a superb cast but when you have bad writing,eff effects and bad editing this is one of the worst movies I ever seen and one of the worst movie ever made plus it's a disgrace to the groovy 60s spy tv show of the same name. This Thriller has clones bears and invisible man oh my indeed!",The Avengers,The Avengers - Movie Reviews
253,Steve D,"Jul 05, 2020",Pure cheese but entertainingly so.,The Avengers,The Avengers - Movie Reviews
254,Leigh P,"May 29, 2020","Proof that the wrong actors with the wrong script in a film made by the wrong people is inevitably doomed to fail, and what a disappointment. As a super fan of the classic '60's British TV show, this film is an abomination and an insult to fans of the original program. Shameful.",The Avengers,The Avengers - Movie Reviews
